url_path,views_total,views_unique
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Calibrating%20Liquid%20Drop%20Challenge.ipynb,7,3
/ascsn/2023-FRIB-TA-Summer-School,6,4
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Practical%20example.ipynb,6,2
/ascsn/2023-FRIB-TA-Summer-School/blob/main/dimensionality-reduction/Minnesota%20Potential%20Challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/dimensionality-reduction/Resonance%20Challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/experimental-uq/BE_theory.csv,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/experimental-uq/ExptUQ_Masses.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Convergence%20of%20Monte%20Carlo%20Challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Model%20Selection%20Challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Spectrum%20From%20Data.ipynb,2,1
