url_path,views_total,views_unique
/ascsn/2023-FRIB-TA-Summer-School/tree/main/practical-bayes,23,5
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Practical%20example.ipynb,20,6
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Calibrating%20Liquid%20Drop%20Challenge.ipynb,20,5
/ascsn/2023-FRIB-TA-Summer-School,10,6
/ascsn/2023-FRIB-TA-Summer-School/blob/main/model-mixing/Challenge_Project_1.ipynb,7,2
/ascsn/2023-FRIB-TA-Summer-School/tree/main/dimensionality-reduction,6,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/experimental-uq/Nuclear%20Densities.ipynb,4,2
/ascsn/2023-FRIB-TA-Summer-School/blob/main/model-mixing/BMM_Masses.csv,4,2
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Masses2016.txt,4,2
/ascsn/2023-FRIB-TA-Summer-School/tree/main,4,2
