time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-21 00:00:00+00:00,,,2,1
2024-09-23 00:00:00+00:00,2.0,1.0,10,2
2024-09-24 00:00:00+00:00,1.0,1.0,33,3
2024-09-26 00:00:00+00:00,,,1,1
