url_path,views_total,views_unique
/ascsn/2023-FRIB-TA-Summer-School,10,6
/ascsn/2023-FRIB-TA-Summer-School/tree/main/dimensionality-reduction,6,2
/ascsn/2023-FRIB-TA-Summer-School/tree/main/practical-emulation,6,1
/ascsn/2023-FRIB-TA-Summer-School/tree/main/practical-bayes,5,2
/ascsn/2023-FRIB-TA-Summer-School/fork,5,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/dimensionality-reduction/CAT%20focus%20challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Calibrating%20Liquid%20Drop%20Challenge.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Practical%20example.ipynb,2,1
/ascsn/2023-FRIB-TA-Summer-School/forks,2,1
/ascsn/2023-FRIB-TA-Summer-School/actions,1,1
