url_path,views_total,views_unique
/ascsn/2023-FRIB-TA-Summer-School/tree/main/practical-bayes,19,4
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Practical%20example.ipynb,18,5
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Calibrating%20Liquid%20Drop%20Challenge.ipynb,12,4
/ascsn/2023-FRIB-TA-Summer-School,10,6
/ascsn/2023-FRIB-TA-Summer-School/tree/main/dimensionality-reduction,6,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/model-mixing/Challenge_Project_1.ipynb,5,1
/ascsn/2023-FRIB-TA-Summer-School/blob/main/practical-bayes/Masses2016.txt,4,2
/ascsn/2023-FRIB-TA-Summer-School/tree/main,4,2
/ascsn/2023-FRIB-TA-Summer-School/tree/main/model-mixing/Challenge_Project_2,3,1
/ascsn/2023-FRIB-TA-Summer-School/blame/main/practical-bayes/Practical%20example.ipynb,2,1
