Z,N,Skyrme,Skyrme_sd,UNEDF,UNEDF_sd,Gogny,Gogny_sd,Astro,Astro_sd
48,47,776.5605667499999,1.5383094677179754,779.4560686666665,0.7658991365645546,774.1046805000001,0.937826531499548,775.916607,0.146219782854417
48,48,792.8938822499999,1.6352336100903206,795.692874,0.9086459614817023,790.4162349999999,0.3449309305034693,792.937266,0.3857041217202835
48,49,806.16147675,1.6876023191902372,809.275932,0.9350404242977746,803.9503494999999,0.47937384991729465,806.132925,0.10313152403613539
48,50,821.76757325,1.9665331180109382,824.8929326666666,1.2247678220162008,819.637473,0.06694321318845459,821.273584,0.29191630669087126
48,51,831.783174,1.4742570685447163,835.0582383333334,0.8354881412709237,829.4185785,0.4345220667866844,831.7242430000001,0.3475528824480811
48,52,844.03439525,1.1896350614681375,847.1620773333334,0.7288397613730047,840.9409229999999,0.3974732069863018,844.2999015,0.25469774126311073
48,53,853.5735665,1.0457840138758916,856.787682,0.4239746412982283,850.3231065,1.1686770965670592,853.4655605,0.19012616421863643
48,54,864.9415705,1.0731226739364097,867.9175256666667,0.3503327340705771,861.6973539999999,1.1590837788667252,865.4062195000001,0.29163841372584304
48,55,873.86377225,1.0780759474345307,876.9126006666667,0.23558500843921187,870.9427909999999,1.8252151362971476,874.2718785,0.059225142671835596
48,56,884.8204142499999,1.2269037112135897,887.6279643333334,0.37325701346573537,881.9553755,1.6899746004340674,885.7125375,0.35714195750773875
48,57,893.143662,1.253326345078602,896.0215743333333,0.42873048406473563,890.6570185,2.2923758378897543,894.1531964999999,0.20251043238434155
48,58,903.64188525,1.4069850194879547,906.2602109999999,0.4580363687667505,901.114849,1.9995438279173074,904.9238555,0.2600109416168765
48,59,911.42496425,1.379363903185908,914.1416186666665,0.4164603914183216,909.139328,2.5180807869105393,912.9045145,0.1619479589883516
48,60,921.47003825,1.4785131480550284,923.9313490000001,0.33689748924713214,919.249414,2.244047210715905,923.2301735000001,0.33965662102265104
48,61,928.8098180000001,1.3923628141436906,931.3212880000001,0.3885854257675577,926.7376029999999,2.6927559608535705,930.6408325,0.1991672315229719
48,62,938.4891785,1.4259471928489023,940.6805086666667,0.33051083103183276,936.480829,2.4278101210107117,940.556491,0.4193015933215658
48,63,945.44964,1.2593583961652925,947.6841989999999,0.4140236851569242,943.5469285,2.7999710265509576,947.54715,0.4060914244354299
48,64,954.7992205,1.227452767802874,956.6604739999999,0.3958396804123911,952.9292,2.564305771410364,956.967809,0.46359193366796475
48,65,961.4054602499999,1.0375911930930652,963.372258,0.3505748879783194,959.5457995,2.8757997435518776,963.643468,0.5564477819597948
48,66,970.4242365,1.019761956106897,972.0491969999999,0.2752438378674478,968.6079655,2.574797114722789,972.549127,0.4371715958956125
48,67,976.695439,1.0004621771997988,978.4013283333334,0.32276898677743854,974.7927725000001,2.8724084594291868,978.664786,0.1906161892180477
48,68,985.3854665,1.129176345123652,986.7421666666665,0.3869887596175642,983.6752205,2.6162731700800963,987.350445,0.3258984443811125
48,69,991.46264625,1.2169814985589777,992.7523866666666,0.6262587485227736,989.7270495,3.1746301403489374,993.3611040000001,0.383398953613567
48,70,999.9434495,1.3016712473822647,1000.752451,0.8481997921628563,998.3987705,2.8001407321782548,1001.266763,0.22169636067823037
48,71,1005.7603065000001,1.3587764260378978,1006.488624,1.0466782693244445,1004.032399,3.0472427323979048,1006.952422,0.4559735652074021
48,72,1013.9296737500001,1.3523023318951808,1014.1955199999999,1.2004897914972077,1012.446151,2.642303892015793,1014.6730805,0.287199197353427
48,73,1019.48690325,1.4410023993988899,1019.6673943333332,1.41700792080155,1017.734458,2.788052741754003,1020.0987395,0.5780449443774712
48,74,1027.3216035,1.463550115191737,1027.0718926666666,1.5079073191494328,1025.9138565,2.4106436896838574,1027.7443985,0.07693109647282004
48,75,1032.6978915,1.6200800750203836,1032.3936,1.5985369108335767,1031.0266135,2.5333097456569305,1032.9450575,0.34656364006128704
48,76,1040.2627905,1.7449149730447004,1039.5679550000002,1.5111806669518189,1038.822974,2.115274580580488,1039.9957165,0.06465289432426626
48,77,1045.511799,1.977856920450897,1044.6866,1.5571261229881057,1043.7413635,2.216906331133574,1044.7263755,0.061694359551694784
48,78,1052.83971675,2.2184401854036606,1051.541614,1.428227575543524,1051.1847165,1.7722181901540346,1051.9020345,0.01701935311625647
48,79,1058.0207970000001,2.6799663182223563,1056.5482373333332,1.3677230756268943,1055.8905505,1.8612683897494804,1056.5026935,0.02447508701723525
48,80,1065.17692325,3.1502506653128606,1063.1987023333331,1.2294104713578675,1063.0025385,1.4045198355097643,1063.0383525000002,0.5397310705457653
48,81,1069.5236412499999,3.6949311900506197,1067.3907816666667,1.2141479920364917,1067.475742,1.4959749052683047,1068.0740114999999,0.2885158301802093
48,82,1076.05773175,4.247311224109689,1073.4387643333332,1.1971323520051567,1074.268772,1.0417181953253083,1074.09467,0.2620961995146365
48,83,1077.9810957500001,4.509626185901237,1075.436295,1.3804276683473262,1075.687759,1.3487976998318452,1076.325329,0.24795264967719882
48,84,1081.851089,4.764473407238664,1079.0639026666668,1.5820377567101387,1078.5724495,1.4445434935385644,1079.545988,0.4723643003954043
48,85,1083.561068,5.203741743697328,1080.9085986666666,1.7595152304713293,1079.747511,1.723281451148453,1081.1916469999999,0.12960843035075936
