Z,N,BE,BE_sd
38,38,635.6097074545455,2.2148241943142173
38,39,647.4826593636363,2.0198385097439617
38,40,661.5747039090909,1.9222674801362654
38,41,672.1710624545454,1.8153923926285773
38,42,685.167849,1.7304669463418796
38,43,695.0726645454545,1.704444694716568
38,44,707.3613966363636,1.7220360489013773
38,45,716.8677510909091,1.675856432122236
38,46,728.7202946363635,1.600701535985847
38,47,737.8804537272728,1.5443498885549916
38,48,749.2450181818182,1.4525459954576916
38,49,757.579866090909,1.4116684603976728
38,50,768.218331090909,1.4189168240377859
38,51,774.166415,1.4242908219136918
38,52,782.0609472727273,1.6643954979428555
38,53,787.4563075454546,1.889275848630176
38,54,794.6617470000001,2.0670698108915984
38,55,799.5160228181817,2.248456021798673
38,56,806.3295957272727,2.3610179095957387
38,57,810.5399924545455,2.3662776200274607
38,58,816.8504777272727,2.3558747107381675
38,59,820.8019669999999,2.457966803768076
38,60,826.8771854545453,2.64997387103874
38,61,830.6058353636363,2.811493275134437
38,62,836.409692,2.961449371916725
38,63,839.6451241818181,3.127111262748696
38,64,844.9264460000002,3.231411544292256
38,65,847.7187652727273,3.3790068683255075
38,66,852.5444060909092,3.4877007256439954
38,67,854.969043818182,3.6497904432170887
38,68,859.4071188181817,3.8021342036929595
38,69,861.4694401818182,4.019679023392661
38,70,865.6056659090907,4.201755455145046
38,71,867.3399402727272,4.396293357768688
38,72,871.2616729090911,4.516889877046166
38,73,872.7778674545455,4.609882209771966
38,74,876.496802727273,4.624263650293625
38,75,877.8570857272728,4.727343300416074
38,76,881.4642921818181,4.731475101366223
38,77,882.8230329999999,4.977634177656309
38,78,886.2191174545455,5.220082482172522
38,79,887.4000801818182,5.537053407664572
38,80,890.7094050000001,5.844193219591539
38,81,891.4742263636364,6.122586603686483
38,82,894.2497304545457,6.440149534684889
38,83,893.6041100000001,6.65115394399047
38,84,894.7276248181818,6.938384923912772
38,85,893.9231918181817,7.213705749946781
38,86,894.6158780000001,7.510295846926058
39,31,523.4712098181818,2.9356732698805494
39,32,541.9481993636364,2.5322768608795934
39,33,557.4842523636363,2.172910328937314
39,34,575.0491341818182,1.9912869933058222
39,35,589.4904914545455,1.9124561921873973
39,36,606.0858792727273,1.8378470538660567
39,37,619.8879529090908,1.914930197711818
39,38,635.9024045454545,1.9144705029434055
39,39,648.5925028181817,1.8139442979616052
39,40,663.448715,1.8180536472581235
39,41,674.6346695454545,1.80703041472652
39,42,688.1243692727273,1.7419840411478955
39,43,698.61222,1.7825719400137099
39,44,711.3533456363638,1.7944520159325705
39,45,721.4679544545454,1.7672051131849762
39,46,733.7489651818182,1.6592212239036268
39,47,743.4715689090909,1.6263558826268727
39,48,755.2819511818183,1.5298293908055685
39,49,764.1866896363637,1.4935725490132332
39,50,775.3020882727272,1.473161670425093
39,51,781.7127810000001,1.4792281610764237
39,52,790.0165159090909,1.6587707459697647
39,53,795.8690893636365,1.8837698961286153
39,54,803.4729726363636,2.052781570260684
39,55,808.7382023636364,2.2466375271476853
39,56,815.9862813636363,2.3256632258397714
39,57,820.6467448181818,2.3040796403812345
39,58,827.3470238181817,2.268118636872081
39,59,831.7301625454546,2.3678816129645575
39,60,838.1868824545455,2.4966981466691553
39,61,842.3354126363637,2.6834645673509736
39,62,848.5335225454545,2.7653840842528123
39,63,852.2203134545456,2.948823403943097
39,64,857.9053169090911,3.015583064207599
39,65,861.1685123636362,3.1864182890957045
39,66,866.3825621818181,3.257292737660976
39,67,869.2437720000001,3.4396506639277553
39,68,874.0547273636365,3.5538925516579303
39,69,876.563138,3.8015363975425203
39,70,881.0311689090909,3.932234881875925
39,71,883.2331464545455,4.0968030819419035
39,72,887.5316761818183,4.19152030447109
39,73,889.423648,4.257756380970131
39,74,893.5014,4.266282886150739
39,75,895.3087109090909,4.395063862506798
39,76,899.2435832727274,4.459830868582435
39,77,900.9960846363637,4.691337734217866
39,78,904.7602493636364,4.913767253227132
39,79,906.3141113636364,5.211955124701406
39,80,909.9643061818183,5.511873846320729
39,81,911.1172919090909,5.779209073359085
39,82,914.2165570000001,6.089496013167863
39,83,913.8859276363636,6.2921165142864
39,84,915.1997299090909,6.583650767759966
39,85,914.648163,6.857292354169694
39,86,915.5611153636364,7.1558023209533355
39,87,914.951166090909,7.4717650345204705
39,88,915.7781343636362,7.80682970148248
39,89,915.0376513636364,8.141204214778964
39,90,915.7326155454546,8.51675456181336
39,91,914.892371090909,8.892243265562852
39,92,915.4346300000001,9.322780033646595
39,93,914.476011727273,9.654725325318376
40,32,541.1054053636362,2.720460272467857
40,33,557.0473636363636,2.3842531642501332
40,34,575.1517146363636,2.15839942441173
40,35,590.109477090909,2.0945734514504504
40,36,607.5007635454544,1.9615545441712745
40,37,621.6899139090908,2.013042364494133
40,38,638.4643236363637,1.8837773460651415
40,39,651.7973500909092,1.7855984785700028
40,40,667.300021909091,1.9332419035655908
40,41,679.0262167272729,1.9366430404278476
40,42,693.0830719090909,1.980667015445977
40,43,704.077544,1.9947376322755126
40,44,717.3671969999998,2.0337699173763593
40,45,727.9132467272726,1.9493021608013426
40,46,740.7948049090909,1.8163673362129196
40,47,750.9245718181818,1.8230472943320124
40,48,763.3459760000001,1.6903060620054617
40,49,772.7029983636365,1.6269209115850927
40,50,784.3509300000001,1.5745957533754025
40,51,791.1668276363636,1.5775080171044848
40,52,799.9515777272726,1.780653336016377
40,53,806.1767653636363,1.9961009462791153
40,54,814.2168105454547,2.1537553104353764
40,55,819.8718436363635,2.382067001176128
40,56,827.5455075454546,2.433092220078487
40,57,832.5536253636363,2.3440858202483104
40,58,839.6691150000001,2.2556901855352955
40,59,844.375159090909,2.234724633450846
40,60,851.2528264545455,2.288967483086208
40,61,855.7631532727272,2.4071906146151787
40,62,862.3808445454544,2.4719740033098287
40,63,866.4372332727272,2.5975702096380844
40,64,872.5815979090911,2.66670864830746
40,65,876.1985964545455,2.781064617815088
40,66,881.8860616363636,2.8608082856602555
40,67,885.1053048181819,3.0101972999715394
40,68,890.3767612727272,3.1389484319861753
40,69,893.1829455454547,3.343166002521117
40,70,898.1046947272727,3.495005208388727
40,71,900.6294698181817,3.6106055364215592
40,72,905.3625567272727,3.684679071670193
40,73,907.593596909091,3.718541798971597
40,74,912.0690370909091,3.7524613635521424
40,75,914.3068892727275,3.8551407697586964
40,76,918.6064601818183,3.952804761426201
40,77,920.6867848181816,4.18497785943109
40,78,924.8078241818181,4.405998154899312
40,79,926.7234644545456,4.692858782639544
40,80,930.7116351818181,4.983150772826536
40,81,932.176073909091,5.248350713573658
40,82,935.6386963636364,5.564344028233149
40,83,935.5531295454545,5.76416570849413
40,84,937.1397199090909,6.062718892837188
40,85,936.7811894545455,6.355903648667289
40,86,937.9543061818182,6.654923942782549
40,87,937.5221944545453,6.989924548826456
40,88,938.6048512727273,7.320346638802136
40,89,938.0428438181817,7.674037437241288
40,90,939.0050421818182,8.032149001446305
40,91,938.3346997272728,8.421949172119449
40,92,939.1093522727274,8.829110327041331
40,93,938.2823530000001,9.1816056280294
40,94,938.9487320909091,9.550218558570991
41,33,553.0532172727272,2.527661913696211
41,34,571.7628226363636,2.2204838738817356
41,35,587.3196938181817,2.130800259976961
41,36,605.1043592727273,2.074501636183973
41,37,619.9573877272727,2.1211223677927333
41,38,637.2496110000001,1.9107607893269773
41,39,651.1387124545454,1.8514569827725744
41,40,667.120721,1.8858596914180457
41,41,679.5714462727273,2.0153696177310203
41,42,694.2326060909091,2.0179318362832968
41,43,705.8678210909092,2.0745507562605283
41,44,719.7099064545454,2.086638359957105
41,45,730.8054664545456,1.9969737966825025
41,46,744.1734665454545,1.852322865518238
41,47,754.9025573636362,1.8234481229685884
41,48,767.7301403636363,1.7110241061269957
41,49,777.5992591818181,1.6753488865094912
41,50,789.7329638181818,1.6020910042491558
41,51,797.0260148181817,1.6079413735626527
41,52,806.1997321818181,1.8057167079700582
41,53,812.8713461818181,2.0160581579942862
41,54,821.3071123636364,2.1487222828329777
41,55,827.3734145454545,2.370008037643481
41,56,835.4919109090908,2.307762663160282
41,57,840.9765650909089,2.2094479986685918
41,58,848.4890455454545,2.0915181411860444
41,59,853.66515,2.0624817844706245
41,60,860.9799376363637,2.0416771362534125
41,61,865.9505695454546,2.180226685566301
41,62,872.9469170909092,2.1690682621987274
41,63,877.4489972727272,2.3138177895261305
41,64,883.9802189090908,2.294967255459564
41,65,888.0556461818182,2.4188019048954734
41,66,894.1511179999999,2.441145621455307
41,67,897.846192090909,2.6148703660420023
41,68,903.5095794545455,2.6871420479200445
41,69,906.7545513636363,2.89764948210127
41,70,912.0082834545453,3.0211726243633277
41,71,914.8781962727273,3.1663070706111505
41,72,919.9041817272729,3.28526942065192
41,73,922.5626830909091,3.401751787856011
41,74,927.394564181818,3.520627885086563
41,75,929.939245818182,3.6834795800312023
41,76,934.6004623636363,3.7638097623708164
41,77,937.0886932727273,3.9383945651945043
41,78,941.5782910909093,4.0904378599259195
41,79,943.8903306363637,4.361680635637561
41,80,948.221782909091,4.6438209476219985
41,81,950.0648397272727,4.903935227825815
41,82,953.8940676363636,5.201002835842324
41,83,954.0328168181819,5.411436087596474
41,84,955.8480413636364,5.704199367354507
41,85,955.7759193636364,5.985107065440243
41,86,957.1403046363635,6.289429801796901
41,87,956.9602979999999,6.608726576716201
41,88,958.227509181818,6.944223351108616
41,89,957.9066815454546,7.279561073399183
41,90,959.0674586363638,7.630974485883713
41,91,958.5741081818181,7.997058541809415
41,92,959.5760230909091,8.371409258044185
41,93,958.9990054545455,8.677109241246526
41,94,959.7757182727272,9.041496633621145
41,95,958.8063951818182,9.303455150258577
42,35,586.6725784545454,2.306739652428924
42,36,605.1030480000001,2.048161859577201
42,37,620.5311656363638,2.0406994921088155
42,38,638.3293633636364,1.883329415626122
42,39,652.6654696363637,1.884687407702469
42,40,669.2960591818181,1.9709767478987077
42,41,682.2788558181818,2.035354121156464
42,42,697.6391972727273,2.1027481116400004
42,43,709.7809847272728,2.1060949934687714
42,44,724.2294495454545,2.138460583477574
42,45,735.8367604545455,2.000183425705639
42,46,749.6938640909091,1.855290466959957
42,47,760.8375297272727,1.8302659713426581
42,48,774.2442094545454,1.7103791885816013
42,49,784.5969381818181,1.6525519573914695
42,50,797.2396040909091,1.5879276264136437
42,51,804.9027101818182,1.5924711176097022
42,52,814.5320742727273,1.76556915038732
42,53,821.5894484545454,1.948596677363954
42,54,830.4735543636365,2.0530572784875267
42,55,836.9800158181818,2.1271021160977095
42,56,845.4175850909091,2.1740616387457066
42,57,851.2367772727273,2.102167399881513
42,58,859.130309,2.0740639753573387
42,59,864.7128233636363,1.993618549869161
42,60,872.4569970909091,1.9093810455870666
42,61,877.7607335454545,1.9683749549790395
42,62,885.1667260000002,1.9393315248783067
42,63,890.0121867272727,1.990820244783972
42,64,896.9973273636365,1.9459294983093653
42,65,901.4690423636363,2.0055743759266185
42,66,908.0224501818183,1.9993651769840715
42,67,912.1041280909092,2.1087715956091992
42,68,918.2399060909091,2.174768476968
42,69,921.8417219090909,2.314562059083649
42,70,927.5103637272728,2.4539950165540505
42,71,930.7406971818182,2.6252329808693653
42,72,936.1766677272725,2.821889830463326
42,73,939.249085909091,2.990104247316937
42,74,944.528214090909,3.0893315251337707
42,75,947.4527410000002,3.2304953071216835
42,76,952.4334968181821,3.2914481380262246
42,77,955.2414033636363,3.4211842164117883
42,78,959.9773863636365,3.562826842459489
42,79,962.6876871818181,3.814522514321724
42,80,967.4755633636363,4.063025855656491
42,81,969.6571666363635,4.329870028045085
42,82,973.8836016363636,4.634861803674029
42,83,974.2379729090909,4.83254243934472
42,84,976.3271110909092,5.108835045039785
42,85,976.4430533636364,5.389364493064111
42,86,977.982895,5.694733490587225
42,87,978.0274875454544,5.999658319738801
42,88,979.5667269999999,6.308825989739076
42,89,979.3794570909092,6.654266849145691
42,90,980.754762,6.9806449804461375
42,91,980.4117727272728,7.3389835821958815
42,92,981.6424605454547,7.681550329732859
42,93,981.099878909091,8.005776213816665
42,94,982.1116888181818,8.331731412606539
42,95,981.2651603636365,8.607016550385293
42,96,981.9854295454547,8.8910401316098
42,97,980.886594,9.152913941973326
42,98,981.3843984545452,9.295298738593392
42,99,980.1319902727274,9.472539849414789
42,100,980.5662965454546,9.618541460467098
42,101,979.1943705454545,9.90410699276188
42,102,979.5821670909093,10.151910607961991
43,36,601.7778152727274,2.2356524913686875
43,37,617.6754182727273,2.2541869400435592
43,38,635.8844092727272,2.087276865949967
43,39,650.9120234545454,2.0264187706498937
43,40,667.9769286363635,2.086108625066549
43,41,681.5991772727273,2.11659948527005
43,42,697.4728089090909,2.0650899779025855
43,43,710.408324,2.171888480934057
43,44,725.3288590909091,2.1008081732387827
43,45,737.5355478181817,2.0186374970784815
43,46,751.9428437272727,1.892871048815737
43,47,763.5968052727272,1.8642883092653226
43,48,777.4006064545455,1.747532274965623
43,49,788.3243447272727,1.7026852471253955
43,50,801.3956506363636,1.6679256473382247
43,51,809.5360891818183,1.6622408256204833
43,52,819.5326982727273,1.8309853570453278
43,53,827.0243794545455,2.010669752220107
43,54,836.4311633636366,2.015310378261841
43,55,843.4379971818181,2.0057563480764857
43,56,852.3222552727274,2.021190336741084
43,57,858.6137765454546,1.9773805744784483
43,58,866.8901116363636,1.9629400120912168
43,59,872.8472680909093,1.9638644642425764
43,60,880.8834610000001,1.873265399359757
43,61,886.609227181818,1.9317225446364281
43,62,894.3676707272726,1.8159019019073581
43,63,899.6622066363634,1.8924917803553827
43,64,907.0355288181818,1.770907783359594
43,65,912.0144092727271,1.8912551305186713
43,66,918.9201489999999,1.7853905396491683
43,67,923.4331714545453,1.9107663344844728
43,68,929.925837,1.9002331109585386
43,69,933.9775221818182,2.082649357009707
43,70,939.9514562727272,2.182158981878429
43,71,943.6443477272726,2.4117699740494594
43,72,949.4317141818182,2.599232349502294
43,73,952.8730906363636,2.8654660060745973
43,74,958.5182077272729,2.8710850989731727
43,75,961.8412630909093,2.987336618561828
43,76,967.3025740909089,3.0068116673613026
43,77,970.5277174545455,3.1608456300658063
43,78,975.6380235454545,3.260213054930826
43,79,978.7318036363636,3.510367536360027
43,80,983.769452181818,3.7798507151272114
43,81,986.3720589090909,4.033032752244808
43,82,990.9116719999998,4.331021077144437
43,83,991.5765892727275,4.528480044552058
43,84,993.8652143636366,4.809796274355096
43,85,994.2207077272727,5.092134819651888
43,86,996.1078555454544,5.369493568810488
43,87,996.3862724545455,5.683596124759093
43,88,998.1026211818182,6.001428431363626
43,89,998.1670714545454,6.3417091171885955
43,90,999.7531907272729,6.662895436957495
43,91,999.6707894545456,6.976461933014383
43,92,1001.0655776363636,7.310237250795024
43,93,1000.710294181818,7.605912267660221
43,94,1001.8949963636364,7.916011841881172
43,95,1001.2482697272725,8.171135284413516
43,96,1002.1251820000001,8.41822999392852
43,97,1001.2913335454546,8.595718832554393
43,98,1002.0669207272728,8.759594496307635
43,99,1001.0684877272728,8.981991331650086
43,100,1001.774691818182,9.189378221049582
43,101,1000.6698507272727,9.457513934065167
43,102,1001.3025426363637,9.683607116541733
43,103,1000.0472233636364,9.955392999172371
43,104,1000.5261856363636,10.193032454815768
44,37,617.0205812727273,2.3469208121980447
44,38,635.7618841818182,2.1189039680000583
44,39,651.2175459090909,2.170528267830418
44,40,668.7794035454546,2.246932747050316
44,41,682.9952857272727,2.1984600429054324
44,42,699.4411324545454,2.0791570291694774
44,43,712.8793653636362,2.119646139688567
44,44,728.5108084545454,2.097806652721916
44,45,741.2345823636365,2.022203367165163
44,46,756.2424756363638,1.951133618781481
44,47,768.3620681818181,1.8861664059635266
44,48,782.7055166363637,1.7745915903629268
44,49,794.0308885454546,1.7417369217745868
44,50,807.6100023636365,1.7284144385552571
44,51,816.1303626363635,1.7090002012042873
44,52,826.6021408181819,1.8500611240335703
44,53,834.4916986363635,1.9719886324675433
44,54,844.2925885454547,1.9513588034371865
44,55,851.670664,1.917910113347977
44,56,861.0482372727273,1.936097763285255
44,57,867.7406806363637,1.8664419668125356
44,58,876.4892324545455,1.8788356916576676
44,59,882.7714444545454,1.9037947177705394
44,60,891.2188412727272,1.9264068865588342
44,61,897.1857591818182,1.958006375146123
44,62,905.328740181818,1.8907472976860271
44,63,910.9662534545456,1.8725808089583746
44,64,918.7661092727274,1.7532660626223193
44,65,924.0556700909091,1.7405061471667405
44,66,931.4539597272727,1.6800454393408648
44,67,936.336352909091,1.7340162588928936
44,68,943.2587243636365,1.7216616494951784
44,69,947.6612434545455,1.833939429812251
44,70,954.1287595454545,2.0010637264585003
44,71,958.1826890909091,2.179896450362141
44,72,964.3883919999997,2.337660360311685
44,73,968.2221944545454,2.4537445737786023
44,74,974.2816055454546,2.4408664065470456
44,75,977.9516910000001,2.5052729403665226
44,76,983.8004110909089,2.488914643889971
44,77,987.3451447272727,2.629042189557805
44,78,992.9488852727274,2.754446457890205
44,79,996.3563120909092,3.00033807102091
44,80,1001.727159,3.286222032447352
44,81,1004.7407434545453,3.5305123082988357
44,82,1009.6337070000001,3.8507700144453065
44,83,1010.5229957272727,4.029430897979398
44,84,1013.0934450909091,4.299038990390367
44,85,1013.6420001818184,4.5759238288715975
44,86,1015.8110076363636,4.835668681834317
44,87,1016.2850278181818,5.149937031366001
44,88,1018.2641574545455,5.4512663508172725
44,89,1018.4654729090911,5.801897103463751
44,90,1020.2750472727274,6.097712901846878
44,91,1020.295385909091,6.426040870008065
44,92,1021.9398843636365,6.730285646085206
44,93,1021.6740769090909,7.0243148609836945
44,94,1023.1335672727273,7.290495222594388
44,95,1022.5925670909093,7.535178229809612
44,96,1023.8129761818183,7.655946539372448
44,97,1023.0894891818181,7.8603456485347065
44,98,1024.2721845454546,8.020844533580837
44,99,1023.4488446363637,8.307493535921399
44,100,1024.4433727272726,8.561340053343322
44,101,1023.578517090909,8.807651472462778
44,102,1024.4494986363636,9.032718704282276
44,103,1023.4015895454545,9.289795371773646
44,104,1024.1154297272726,9.558689365987961
44,105,1022.9519398181818,9.867615538804861
44,106,1023.518673,10.129838288528951
45,38,632.5097150909091,2.387998829559655
45,39,648.5067879999999,2.4391250946515206
45,40,666.617851,2.4013977846803205
45,41,681.3804943636364,2.287754828012978
45,42,698.2980856363637,2.0819427634414853
45,43,712.3384810909091,2.074831106212481
45,44,728.4829913636363,1.9491951328401822
45,45,741.8835150909091,1.9892897134574579
45,46,757.4050336363636,1.915212275569816
45,47,770.0744219999998,1.9349114037955153
45,48,784.7997815454545,1.8271757804418967
45,49,796.7369115454545,1.8170282471768473
45,50,810.7450677272726,1.8490803685771322
45,51,819.6895784545454,1.818357126837114
45,52,830.560236,1.9218070226677673
45,53,839.0292600909089,1.9821041059866267
45,54,849.2745901818181,1.9198942792562657
45,55,857.155948090909,1.9023971307386394
45,56,866.9577701818181,1.90223531632157
45,57,874.1562246363636,1.8991034365600685
45,58,883.3174260000001,1.8938909265218096
45,59,889.9770944545454,1.9396362885813363
45,60,898.7860585454546,1.916216160080637
45,61,905.1120228181818,2.000602399237221
45,62,913.5779088181819,1.9307048361494132
45,63,919.5416216363636,2.000828015931135
45,64,927.6679049090909,1.8485501190627933
45,65,933.3807546363638,1.8807047610199923
45,66,941.1153053636364,1.7196034257759047
45,67,946.4236646363638,1.802631851913196
45,68,953.7130594545455,1.7124631298850546
45,69,958.5707972727273,1.8837806002716893
45,70,965.3961614545456,1.9467504993602829
45,71,969.8535867272727,2.2968398298117076
45,72,976.5097011818181,2.2026622393796953
45,73,980.7649700909092,2.3368551358394005
45,74,987.2074492727272,2.26860752731057
45,75,991.3184013636363,2.3705316853676024
45,76,997.5292340000001,2.3346194962142945
45,77,1001.4684520000002,2.483639949651126
45,78,1007.4130156363638,2.580943427796912
45,79,1011.250202,2.812504945767436
45,80,1017.0379063636364,3.0379049062711454
45,81,1020.3777595454546,3.2892752132000647
45,82,1025.6250786363637,3.5850352512938715
45,83,1026.7844293636365,3.776459614438687
45,84,1029.5621951818182,4.049568778392433
45,85,1030.4440062727274,4.321350517605016
45,86,1032.791682909091,4.594636478983293
45,87,1033.550959,4.908928655940181
45,88,1035.7542602727272,5.2102652315571945
45,89,1036.2238214545453,5.55257543996682
45,90,1038.2402413636364,5.842284479527664
45,91,1038.4927464545456,6.13989663890117
45,92,1040.339130181818,6.413916895916346
45,93,1040.3677599090906,6.63672163946235
45,94,1042.0162213636363,6.817691594600222
45,95,1041.722635727273,7.041833194314308
45,96,1043.1943337272726,7.210184409155155
45,97,1042.8294039999998,7.456661546201264
45,98,1044.145700909091,7.669157231976948
45,99,1043.6875683636363,7.941891470471348
45,100,1044.9177370000002,8.183659382844999
45,101,1044.245251,8.424955442449857
45,102,1045.3386178181818,8.666584749628685
45,103,1044.5938007272728,8.934414873880899
45,104,1045.487949818182,9.194196104092066
45,105,1044.5207124545452,9.481987772105816
45,106,1045.3989930909092,9.774709256082946
45,107,1044.3289053636365,10.065008424071
46,40,666.5822323636364,2.457079408663064
46,41,681.7986256363637,2.377513183319123
46,42,699.2686233636364,2.09587395905023
46,43,713.8101814545454,2.092686588373258
46,44,730.5621648181818,1.9016714175057934
46,45,744.5095132727273,1.9939564548280369
46,46,760.6386513636363,1.973843737111453
46,47,773.7705644545455,1.9688878385251596
46,48,788.9694959090907,1.8997801969760517
46,49,801.3476130909092,1.9096887711776631
46,50,815.8859000000001,1.9473072090460914
46,51,825.1804350000001,1.9189069878948335
46,52,836.5034319090909,2.012165840629747
46,53,845.3252309999997,2.0953051058237815
46,54,856.0345056363636,2.050644464549317
46,55,864.3298592727274,2.018643067960279
46,56,874.5639114545454,2.0070287804673033
46,57,882.1884797272728,1.9782029377530659
46,58,891.85082,1.9815070625824869
46,59,898.8866572727273,2.004202123367345
46,60,908.0944450000002,1.9605024148244437
46,61,914.7030143636363,1.985346753516045
46,62,923.5411799090908,1.925018517805104
46,63,929.8120297272726,1.9692591253117981
46,64,938.3063259090911,1.901701687503153
46,65,944.2670981818181,1.9346772230243798
46,66,952.4074336363635,1.83015215792327
46,67,957.9902740000001,1.8260919367534711
46,68,965.7900760909091,1.7981005952974938
46,69,970.9815135454548,1.9485459317523555
46,70,978.3536913636362,1.8794771788069988
46,71,983.2033677272727,2.0068082249985224
46,72,990.3468741818182,1.9088043701058781
46,73,994.9861720909089,2.0158326859865836
46,74,1001.8372985454546,1.900010666387177
46,75,1006.2859556363637,1.990864054777777
46,76,1012.948533090909,1.9761539970815718
46,77,1017.2579682727275,2.1195672628437103
46,78,1023.5891702727272,2.1891821831136054
46,79,1027.7544548181816,2.410479761317629
46,80,1033.949058,2.608869717306742
46,81,1037.603789909091,2.86867998668175
46,82,1043.2524418181818,3.169202891744117
46,83,1044.6071925454546,3.355966369512262
46,84,1047.6097848181819,3.630817396288384
46,85,1048.714702181818,3.9030770402565054
46,86,1051.3825937272725,4.155949573113346
46,87,1052.3183622727274,4.467271447133023
46,88,1054.8005733636362,4.752836643064276
46,89,1055.4301186363637,5.096946458086915
46,90,1057.717765181818,5.370706046692703
46,91,1058.146823818182,5.648408264283033
46,92,1060.2343435454543,5.8521724980246885
46,93,1060.3623420000001,6.063036924251945
46,94,1062.285715818182,6.184872842564149
46,95,1062.2523475454545,6.438552066065036
46,96,1063.9470811818182,6.61555332346445
46,97,1063.7666125454546,6.889532266588482
46,98,1065.3972319090908,7.135709945517221
46,99,1065.1475202727272,7.38505565507175
46,100,1066.7358061818181,7.622325040407108
46,101,1066.3322451818183,7.8817622279036605
46,102,1067.623491818182,8.125385519921817
46,103,1067.0462022727272,8.400135088926197
46,104,1068.2602631818181,8.679068811546651
46,105,1067.5691204545456,8.965682910362256
46,106,1068.6283245454545,9.245102611994598
46,107,1067.7717634545454,9.527586200014316
46,108,1068.7666818181817,9.809073380428641
47,41,679.3262871818181,2.6107102905859865
47,42,697.2613932727272,2.322142039800769
47,43,712.3500201818182,2.2146141743143613
47,44,729.5149203636364,1.9552159673312492
47,45,743.9891157272727,2.0508933464765033
47,46,760.5890877272726,1.9258778195598778
47,47,774.4121233636364,2.0198429055012292
47,48,790.1310167272728,1.9914214979590825
47,49,803.0691058181818,2.0282320089047263
47,50,818.0520107272728,2.1289939934914477
47,51,827.8078040909091,2.0673890175281597
47,52,839.4845262727272,2.1389338450470703
47,53,848.7378636363636,2.1684613846764385
47,54,859.7900956363635,2.0343126416724036
47,55,868.5044253636363,1.9954456751152663
47,56,879.0681510909093,1.9142186116244488
47,57,887.1356889090908,1.9076041759999325
47,58,897.1553362727275,1.8513155305280642
47,59,904.6532235454546,1.9050695275613616
47,60,914.2394794545456,1.8153391762386275
47,61,921.3094827272727,1.8925002371523616
47,62,930.5150129090908,1.7858661540601932
47,63,937.189851,1.8581517041175086
47,64,946.04764,1.7355909899008504
47,65,952.3943490909091,1.8247971061658268
47,66,960.90524,1.6680458985934419
47,67,966.8735849090909,1.7973789901696873
47,68,975.0618585454545,1.6462298747210662
47,69,980.7011661818182,1.8232919876842408
47,70,988.4813228181819,1.6983470743865463
47,71,993.7256541818181,1.9242053110127262
47,72,1001.2959370909089,1.771671424234481
47,73,1006.3606218181819,1.8920164748810286
47,74,1013.6382424545455,1.756797175318628
47,75,1018.517194,1.8694333959439962
47,76,1025.508131090909,1.8105915050121975
47,77,1030.2390753636364,1.966846525866269
47,78,1036.989626090909,2.020318728301964
47,79,1041.597236272727,2.2560020635072195
47,80,1048.1163365454545,2.458770703774205
47,81,1052.1807197272726,2.6983076905338867
47,82,1058.1563014545454,2.987705485336971
47,83,1059.8339489090909,3.166792787810771
47,84,1063.077447,3.4424020502457653
47,85,1064.502827,3.7187519514023046
47,86,1067.3382676363638,3.9820646978219356
47,87,1068.5343427272728,4.298290103227369
47,88,1071.1651387272727,4.593551345663232
47,89,1072.0945217272729,4.921114139748047
47,90,1074.5901758181817,5.19324157011145
47,91,1075.2466104545456,5.472668062320071
47,92,1077.5820221818183,5.629394866701458
47,93,1077.985876,5.807218838995416
47,94,1080.0645672727273,5.9273577711978485
47,95,1080.2481476363637,6.140580439756646
47,96,1082.1885536363638,6.327960632407116
47,97,1082.2451057272729,6.5526188232790545
47,98,1084.1763687272726,6.786581208636559
47,99,1084.1624753636365,7.017244538744734
47,100,1085.990517,7.256229299672174
47,101,1085.8014184545455,7.488184476508128
47,102,1087.391303272727,7.733200821029924
47,103,1087.0247297272729,7.998660914003721
47,104,1088.4511925454544,8.260463589187914
47,105,1088.0048504545457,8.538022149522197
47,106,1089.343142090909,8.816201353655002
47,107,1088.7600277272727,9.09586620369566
47,108,1089.9536437272727,9.361073011453797
47,109,1089.2462357272727,9.632670202482869
48,42,697.3089962727272,2.4246523007309144
48,43,712.8045622727273,2.370411690833842
48,44,730.4448908181818,2.0487829853412984
48,45,745.356614090909,2.1621807374057505
48,46,762.4133031818183,2.00435861816137
48,47,776.7866407272726,2.159976918776094
48,48,793.2146502727272,2.111716695802761
48,49,806.6036592727273,2.1739722740670993
48,50,822.1428368181819,2.2805445759515557
48,51,832.2357321818181,2.2212788134639014
48,52,844.3732238181818,2.2999005748655814
48,53,853.8395132727272,2.37508689378835
48,54,865.2478187272728,2.2835872994535964
48,55,874.2383845454547,2.251053356745384
48,56,885.2273978181819,2.1820120686441338
48,57,893.6599819090909,2.160923389710108
48,58,904.1295984545454,2.107920766226946
48,59,912.0193089090909,2.1331457335254314
48,60,922.0575795454547,2.0584341950913303
48,61,929.4509097272727,2.0761372883003713
48,62,939.0975345454546,1.9833743981476537
48,63,946.0944830909092,1.9887423532354402
48,64,955.3611201818184,1.8693083231393222
48,65,962.01065,1.9122124108774265
48,66,970.9235201818182,1.7578203710417406
48,67,977.1728052727274,1.8088295711690316
48,68,985.8017906363638,1.6811668417733179
48,69,991.8440047272726,1.7909827721317526
48,70,1000.1238380000002,1.5585814417403812
48,71,1005.8615218181818,1.6587871374100618
